"Product Name","Collection Name","Serial No","Fabric Type","Stock","PO Pending Qty"
"C078312Y-P-300PLAIN81188PLAIN-CU0104954","MINIMALIST WIDE","45","-","203.3","300"
"C077274Y-P-140PLAIN78402PLAIN-CU0104045","SERENE SHEERS","42","-","203.35","450"
"A079533Y-C-140PLAIN77532PLAIN-CU0106567","MOONLIGHT","28","-","203.4","300"
"A086107Y-P-140PLAIN81535PLAIN-CU0106272","CARLTON","22","-","203.4","300"
"C055772P-O-140SATR 5738-2RFPPLAIN-CU0105863","FABLES","39","-","203.53","300"
"A083619Y-P-140PLAIN80579PLAIN-CU0106598","TRIBUNE","615","-","203.6","300"
"C055876P-P-140PLAIN67618PLAIN-CU0103641","RITZ","39","-","203.8","300"
"A090516Y-P-140PLAIN73308PLAIN-CU0105397","METALLIC SATINS","46","-","203.85","300"
"A089111Y-P-EC-140PLAIN82130PLAIN-CU0104834","MAYFAIR","22","-","203.85","300"
"C079246P-ME-D-140377990_14083974YM-17681-CU0301619","SAPPHIRE","832","-","203.9","0"
"B104394Y-P-L-300PLAIN80526PLAIN-CU0106146","BOUCLE SHEERS WIDE","28","-","204.25","300"
"A083446Y-P-300PLAIN80513PLAIN-CU0106170","BOUCLE SHEERS WIDE","40","-","204.35","300"
"A068877Y-P-300PLAIN76866PLAIN-CU0106132","BOUCLE SHEERS WIDE","21","-","204.4","300"
"B041382Y-O-140TR413845343PLAIN-CU0103843","NATURAL ESSENCE","52","-","204.49","300"
"B042047Y-S-P4-140377048_14048983EM-2211X-CU0301712","ZENITH III","336","-","204.5","300"
"A083730Y-P-140PLAIN80885PLAIN-CU0104368","MATTE JACQUARDS III","325","-","204.7","300"
"A073714Y-P-140PLAIN77706PLAIN-CU0103664","MATTE JACQUARDS I","50","-","204.7","300"
"C074682P-MO-D-140376891_14066463YM-7663-CU0300995","NATURAL ESSENCE","25","-","204.79","300"
"A086503Y-P-140PLAIN81721PLAIN-CU0104728","BUDGET JACQUARDS","24","-","204.79","300"
"C055772P-MO-140450949_14078534YM-18270-CU0301013","NATURAL ESSENCE","47","-","204.85","300"
"A089989P-P-EC-140PLAIN84113PLAIN-CU0106835","BENCHMARK","21","-","205","0"
"X002978P-S-P4-140452545_1401824EM-2262XH-CU0301883","ZENITH VI","628","-","205.1","300"
"A086547Y-P-140PLAIN83248PLAIN-CU0105859","LINO SHEERS","9","-","205.15","0"
"A073936P-P-140PLAIN78652PLAIN-CU0103558","GRAPHIC TEXTURES","41","-","205.2","300"
"B031202P-P-140PLAIN30651PLAIN-CU0103099","SAXON","19","-","205.38","300"
"B095243Y-P-300PLAIN74657PLAIN-CU0106092","BOUCLE SHEERS WIDE","1","-","205.45","300"
"A084714Y-P-140PLAIN81755PLAIN-CU0105520","BUDGET JACQUARDS","9","-","205.45","300"
"A087003Y-P-140PLAIN81104PLAIN-CU0104346","MATTE JACQUARDS III","314","-","205.5","300"
"A090712Y-P-140PLAIN82315PLAIN-CU0106055","METALLIC TRIBUNE","340","-","205.5","300"
"A097771P-P-140PLAIN84166PLAIN-CU0106058","SATINA TEXTURES","23","-","205.7","0"
"B091572Y-P-140PLAIN74177PLAIN-CU0105126","ECO BOUCLE SHEERS","33","-","205.7","300"
"A086503Y-P-140PLAIN81722PLAIN-CU0104744","BUDGET JACQUARDS","32","-","205.7","300"
"A087004Y-P-140PLAIN81099PLAIN-CU0104364","MATTE JACQUARDS III","323","-","205.79","450"
"B094052Y-P-300PLAIN78370PLAIN-CU0106216","BOUCLE SHEERS WIDE","63","-","205.8","300"
"A089112Y-P-EC-140PLAIN82138PLAIN-CU0104796","MAYFAIR","3","-","205.85","300"
"A082534YR-P-AP-140PLAIN80493PLAIN-CU0104953","OMEGA","32","-","205.85","300"
"B067115P-P-FG-145PLAIN62684PLAIN-CU0103200","EARTHWILD","15","-","205.93","300"
"A017751Y-ME-D-140378203_14045344YM-19386-CU0301935","FLORA AND FAUNA","56","-","206","0"
"C077274Y-P-300PLAIN78400PLAIN-CU0105602","EPIC SHEERS WIDE","98","-","206","300"
"B021208Y-ME-D-140453688_14084991YM-13305-CU0301956","ARTEA","6","-","206","0"
"C077274Y-P-300PLAIN78401PLAIN-CU0105604","EPIC SHEERS WIDE","99","-","206.1","300"
"A013723P-S-X-140C25518_14045436EM-2178-CU0301653","ZENITH - II","227","-","206.2","300"
"C075775P-T-L-140TR449663823PLAIN-CU0104621","VERANDA","14","-","206.2","300"
"A087894Y-P-140PLAIN81738PLAIN-CU0106079","METALLIC TRIBUNE","352","-","206.4","300"
"A075584Y-P-EC-L-140PLAIN78625PLAIN-CU0104214","EDITION - I","29","-","206.55","450"
"A090517Y-P-140PLAIN82219PLAIN-CU0105414","METALLIC SATINS","54","-","206.6","300"
"A084714Y-P-140PLAIN81757PLAIN-CU0104772","BUDGET JACQUARDS","46","-","206.7","300"
"B108090PR-P-LA-140PLAIN83767PLAIN-CU0106920","CLIFDEN","39","-","206.8","0"
"N002345Y-140FOIL-461181512PLAIN-CU0106462","BALLERINA","18","-","206.8","0"
"OSOFTLYP-O-140TR4585RFPPLAIN-CU0104725","MAJESTIC","43","-","207.05","300"
"A087001Y-P-140PLAIN81091PLAIN-CU0104374","MATTE JACQUARDS III","328","-","207.14","300"
"A093969Y-P-140PLAIN84305PLAIN-CU0106304","CONTEMPORARY JACQUARDS - I","6","-","207.25","0"
"A064416P-P-P140PLAIN75095PLAIN-CU0105497","ZODIAC","17","-","207.35","300"
"A013723P-S-X-122C25511_1221821EM-1622-CU0301150","ZENITH","139","-","207.38","300"
"B042047Y-ME-Z-140452519_14048983EM-2193-CU0301696","ZENITH III","320","-","207.4","300"
"C055772P-MO-VC-14072709_14078534RM-1239-CU0301012","NATURAL ESSENCE","45","-","207.4","300"
"B042047Y-MO-140452495_14048984YM-17009-CU0301681","ZENITH III","305","-","207.5","300"
"X002978P-S-SZ-140CC2772_1401485EM-2271-CU0301879","ZENITH VI","624","-","207.5","300"
"B094866P-MO-D-140452683_14078447YM-18748-CU0301160","MAGNOLIA","8","-","207.55","300"
"B042047Y-MO-140452496_14035936YM-18573-CU0301714","ZENITH III","338","-","207.6","300"
"A082534YR-P-AP-140PLAIN80486PLAIN-CU0104999","OMEGA","62","-","207.64","300"
"A098220P-P-EC-140PLAIN84072PLAIN-CU0106862","BENCHMARK","50","-","207.7","0"
"B042047Y-ME-DZ-140453421_14035936EM-2338-CU0301534","AMAYA","31","-","207.8","0"
"A017751Y-ME-RO-140452500_14045343EM-2220-CU0301786","ZENITH V","516","-","207.9","300"
"A091751Y-P-140PLAIN82317PLAIN-CU0106026","METALLIC TRIBUNE","326","-","207.9","300"
"A087462P-P-140PLAIN81320PLAIN-CU0104476","TRIBUNE - II","227","-","208","300"
"A017751Y-ME-RO-140452567_14045343EM-2264-CU0301818","ZENITH V","548","-","208","300"
"A091185Y-C-140PLAIN81589PLAIN-CU0105690","SUNRISE","12","-","208.05","900"
"A075588Y-P-EC-L-140PLAIN78638PLAIN-CU0104319","EDITION - II","230","-","185.1","900"
"C075775P-T-L-140TR463863823PLAIN-CU0105360","HERITAGE PRINTS","14","-","208.28","300"
"A075592Y-P-EC-L-140PLAIN78631PLAIN-CU0104253","EDITION - I","50","-","208.32","300"
"A075586Y-P-EC-L-140PLAIN78609PLAIN-CU0104183","EDITION - I","13","-","208.5","300"
"A073710Y-P-140PLAIN77505PLAIN-CU0103147","SERAI","38","-","208.5","300"
"B094052Y-P-140PLAIN78223PLAIN-CU0104407","TUNDRA BOUCLE","28","-","208.5","300"
"C075775P-T-L-140TR465463823PLAIN-CU0105350","HERITAGE PRINTS","7","-","208.54","300"
"A013723P-S-ZX-122C25506_1221821EM-1708-CU0301112","ZENITH","105","-","208.68","300"
"C075775P-T-L-140TR461863823PLAIN-CU0105348","HERITAGE PRINTS","6","-","208.7","300"
"B009786P-P-140PLAIN15215PLAIN-CU0103577","RITZ","15","-","208.75","600"
"A087461P-P-140PLAIN81320PLAIN-CU0104468","TRIBUNE - II","219","-","208.9","300"
"A090234Y-P-140PLAIN81748PLAIN-CU0104756","BUDGET JACQUARDS","38","-","209","300"
"A091185Y-C-140PLAIN81587PLAIN-CU0105686","SUNRISE","24","-","209.05","300"
"A079262P-P-140PLAIN78651PLAIN-CU0103500","GRAPHIC TEXTURES","9","-","209.3","300"
"INTEGRA-140PLAIN30-TURTLEPLAIN-CU0104600","INTEGRA","30","-","201.3","300"
"A087461P-P-140PLAIN81319PLAIN-CU0104466","TRIBUNE - II","217","-","209.4","300"
"A089575P-P-EC-140PLAIN84066PLAIN-CU0106823","BENCHMARK","7","-","209.4","0"
"A087003Y-P-140PLAIN81103PLAIN-CU0104372","MATTE JACQUARDS III","327","-","209.4","300"
"A089112Y-P-EC-140PLAIN82144PLAIN-CU0104852","MAYFAIR","31","-","209.65","300"
"B090121P-P-140PLAIN67855PLAIN-CU0104918","OMEGA","6","-","209.89","300"
"A013723P-S-X-122C16329_1221485EM-108-CU0301206","LIMITED EMBROIDERIES -II","216","-","209.9","300"
"A082534YR-P-AP-140PLAIN80471PLAIN-CU0104949","OMEGA","15","-","209.9","300"
"C074682P-MO-D-140451783_14066465YM-18266-CU0301000","NATURAL ESSENCE","30","-","209.91","300"
"A097768P-P-140PLAIN84169PLAIN-CU0106099","SATINA TEXTURES","48","-","210","0"
"A013723P-S-X-122C25511_1221821EM-1872-CU0301149","ZENITH","138","-","210.1","300"
"A013723P-S-X-140C25519_1401485EM-2183-CU0301665","ZENITH - II","239","-","210.1","300"
"B042047Y-ME-DZ-140453426_14048983EM-2348-CU0301535","AMAYA","36","-","210.1","0"
"A064416P-P-P140PLAIN82359PLAIN-CU0105501","ZODIAC","19","-","210.2","300"
"B108090PR-P-LA-140PLAIN83780PLAIN-CU0106923","CLIFDEN","42","-","210.3","0"
"A017751Y-MO-140452507_14045344YM-14052-CU0301745","ZENITH IV","415","-","210.4","300"
"B108090PR-P-LA-140PLAIN83770PLAIN-CU0106943","CLIFDEN","62","-","210.5","0"
"C077274Y-P-140PLAIN78406PLAIN-CU0104061","SERENE SHEERS","50","-","210.72","300"
"K000203P-P-EC-140PLAIN82298PLAIN-CU0104860","MAYFAIR","35","-","210.75","300"
"A013723P-S-X-140C25518_1401485EM-55-CU0301648","ZENITH - II","222","-","210.8","300"
"A102042Y-P-140PLAIN84760PLAIN-CU0106806","TRIBUNE - III","363","-","210.8","0"
"A087462P-P-140PLAIN81318PLAIN-CU0104475","TRIBUNE - II","226","-","210.87","300"
"A087463P-P-140PLAIN81323PLAIN-CU0104485","TRIBUNE - II","236","-","210.9","300"
"C076305Y-P-300PLAIN74009PLAIN-CU0104897","MINIMALIST WIDE","16","-","211","300"
"A085732Y-P-140PLAIN80621PLAIN-CU0106588","TRIBUNE","605","-","211","700"
"B090121P-ME-D-140451936_14067850YM-18330-CU0301049","ROSEWOOD","36","-","211.04","300"
"C055772P-ME-LC-14032031_14057910R-325-CU0301008","NATURAL ESSENCE","39","-","211.12","300"
"A097935Y-P-140PLAIN84220PLAIN-CU0106279","CARLTON","29","-","211.2","0"
"A086536Y-P-140PLAIN81842PLAIN-CU0105534","BUDGET JACQUARDS","16","-","211.4","300"
"A099848Y-P-EC-140PLAIN84157PLAIN-CU0106417","CARTIER","7","-","211.6","0"
"B108090PR-P-LA-140PLAIN83793PLAIN-CU0106896","CLIFDEN","15","-","211.6","0"
"B042047Y-MO-D-140453416_14048983YM-19136-CU0301521","AMAYA","11","-","211.6","0"
"C055772P-O-140SATR 5741-3RFPPLAIN-CU0105871","FABLES","44","-","211.9","300"
"A083150Y-P-140PLAIN80612PLAIN-CU0106616","TRIBUNE","633","-","212.05","300"
"C075775P-T-L-140TR462663823PLAIN-CU0105344","HERITAGE PRINTS","2","-","212.15","300"
"B021208Y-ME-D-140376827_14025736YM-14083-CU0300971","THE WHITE WINDOW","49","-","212.19","300"
"C074682P-ME-PD-140376625_14066463YM-1826-CU0300999","NATURAL ESSENCE","29","-","212.34","300"
"B031202P-P-140PLAIN74764PLAIN-CU0103146","SAXON","58","-","212.35","300"
"A083800Y-P-140PLAIN81098PLAIN-CU0104414","MATTE JACQUARDS III","348","-","212.4","300"
"B090121P-ME-D-140453608_14083649YM-19392-CU0301904","FLORA AND FAUNA","1","-","212.4","0"
"B064469P-140FOIL-424360614PLAIN-CU0104063","LUMINARA","9","-","212.42","300"
"A083906P-P-140PLAIN81325PLAIN-CU0104510","TRIBUNE - II","253","-","212.5","300"
"A087462P-P-140PLAIN81323PLAIN-CU0104477","TRIBUNE - II","228","-","212.5","300"
"B101629P-P-140PLAIN47916PLAIN-CU0103993","KNOCKOUT","1","-","212.5","600"
"C075502Y-P-140PLAIN76000PLAIN-CU0103399","LOCOMOTION","51","-","212.59","300"
"A086815Y-P-140PLAIN82203PLAIN-CU0105371","METALLIC SATINS","33","-","212.6","300"
"A084383P-P-140PLAIN81325PLAIN-CU0104494","TRIBUNE - II","245","-","212.6","300"
"A089989P-P-EC-140PLAIN84117PLAIN-CU0106866","BENCHMARK","54","-","212.65","0"
"B090121P-ME-D-140453762_14067849YM-19411-CU0301925","FLORA AND FAUNA","46","-","212.65","0"
"A091748Y-P-140PLAIN82308PLAIN-CU0106008","METALLIC TRIBUNE","317","-","212.7","450"
"C078690Y-P-140PLAIN83424PLAIN-CU0106217","BOUCLETTE","59","-","212.7","0"
"B102563Y-P-140PLAIN78395PLAIN-CU0104023","SERENE SHEERS","31","-","212.8","300"
"A038412Y-P-300PLAIN64035PLAIN-CU0103466","ESPERANCE WIDE","30","-","212.85","300"
"A013723P-S-ZX-122C8427_1221821EM-1315-CU0301387","LIMITED EMBROIDERIES -III","439","-","213","300"
"A094911P-P-EC-140PLAIN84092PLAIN-CU0106853","BENCHMARK","39","-","213","0"
"B108090PR-P-LA-140PLAIN83781PLAIN-CU0106921","CLIFDEN","40","-","213","0"
"B104613PR-P-P140PLAIN80895PLAIN-CU0105427","CHECKMATE","6","-","213.05","300"
"B031202P-P-140PLAIN30654PLAIN-CU0103148","SAXON","14","-","213.1","300"
"A079121Y-140FOIL-420678410PLAIN-CU0104105","LUMINARA","27","-","213.4","300"
"C078409P-P-140PLAIN82036PLAIN-CU0105262","ZEN","37","-","213.45","300"
"LUXEVELVET-140PLAIN17-PERSIMMONPLAIN-CU0105919","LUXE VELVET","17","-","213.5","300"
"B090121P-ME-DA-1403136_14067850YM-18282-CU0301042","ROSEWOOD","28","-","213.5","300"
"B108090PR-P-LA-140PLAIN83778PLAIN-CU0106927","CLIFDEN","46","-","213.5","0"
"A090113Y-P-140PLAIN81525PLAIN-CU0106386","CONTEMPORARY JACQUARDS - II","242","-","213.5","0"
"B102912P-P-FG-140PLAIN80448PLAIN-CU0105186","RUSSEL","1","-","213.5","300"
"B102912P-P-FG-140PLAIN80452PLAIN-CU0105209","RUSSEL","19","-","213.55","300"
"A082534YR-P-AP-140PLAIN80480PLAIN-CU0104978","OMEGA","45","-","213.6","300"
"MEB-TRM-B090121P-ME-LC32261_14067849R-11-CU0301491","TRIMLINE","60","-","213.65","0"
"A055685Y-P-300PLAIN64200PLAIN-CU0103445","ESPERANCE WIDE","27","-","213.7","300"
"B042047Y-MO-140452495_14048983YM-18584-CU0301682","ZENITH III","306","-","213.8","300"
"A017751Y-ME-D-140453010_14045343YM-7663-CU0301423","MIST","35","-","212.85","300"
"A087461P-P-140PLAIN81324PLAIN-CU0104473","TRIBUNE - II","224","-","213.9","300"
"C055772P-P-140PLAIN53377PLAIN-CU0104162","FORECAST","182","-","214","300"
"C055876P-P-140PLAIN67622PLAIN-CU0103645","RITZ","65","-","214","600"
"B108090PR-P-LA-140PLAIN83774PLAIN-CU0106929","CLIFDEN","48","-","214","0"
"B094052Y-P-300PLAIN78227PLAIN-CU0106226","BOUCLE SHEERS WIDE","68","-","214.05","300"
"A090113Y-P-140PLAIN81524PLAIN-CU0106397","CONTEMPORARY JACQUARDS - II","214","-","214.05","0"
"A086930Y-P-140PLAIN83240PLAIN-CU0105856","LINO SHEERS","7","-","214.1","0"
"A089989P-P-EC-140PLAIN84114PLAIN-CU0106831","BENCHMARK","17","-","214.1","0"
"B108090PR-P-LA-140PLAIN83769PLAIN-CU0106941","CLIFDEN","60","-","214.2","0"
"OSOFTLYP-O-140TR4575RFPPLAIN-CU0104699","MAJESTIC","17","-","214.22","300"
"B101629P-P-140PLAIN47894PLAIN-CU0103819","KNOCKOUT","10","-","214.27","300"
"A087100Y-P-140PLAIN81293PLAIN-CU0104835","NATURAL JACQUARDS","14","-","214.3","300"
"A082479Y-P-EC-140PLAIN81178PLAIN-CU0104743","HOUSE BOUCLES","10","-","214.3","450"
"A086246P-P-140PLAIN81320PLAIN-CU0104539","TRIBUNE - II","267","-","214.3","300"
"A055857P-O-140TR469682098PLAIN-CU0105322","DIMOUT BLOOM","27","-","214.35","300"
"B100628P-P-300PLAIN76673PLAIN-CU0106112","BOUCLE SHEERS WIDE","11","-","214.4","300"
"C075775P-T-L-140TR448563823PLAIN-CU0104629","VERANDA","23","-","214.5","300"
"A089989P-P-EC-140PLAIN84115PLAIN-CU0106819","BENCHMARK","3","-","214.6","0"
"A013723P-S-ZX-122C1538_12245436EM-577-CU0301119","ZENITH","112","-","214.6","300"
"A071454P-P-140PLAIN79449PLAIN-CU0104415","TUNDRA BOUCLE","32","-","212.1","300"
"C076305Y-P-300PLAIN74013PLAIN-CU0104927","MINIMALIST WIDE","31","-","214.6","300"
"B090121P-MO-VC-1409185_14067849RM-1246RM-CU0301057","ROSEWOOD","44","-","214.75","300"
"C077894P-O-140TR4673RFPPLAIN-CU0105301","DIMOUT BLOOM","17","-","214.75","300"
"A083908P-P-140PLAIN81325PLAIN-CU0104454","TRIBUNE - II","205","-","214.8","300"
"A095822P-P-140PLAIN81868PLAIN-CU0106033","SATINA TEXTURES","10","-","214.8","0"
"A085242Y-P-EC-140PLAIN81223PLAIN-CU0105072","MODERN TEXTURES","25","-","215","300"
"B021208Y-ME-D-140378316_14025736YM-7663-CU0301972","ARTEA","27","-","215","0"
"B108090PR-P-LA-140PLAIN83776PLAIN-CU0106925","CLIFDEN","44","-","215.1","0"
"A013723P-S-ZX-140C25523_1401485EM-2179-CU0301659","ZENITH - II","233","-","215.1","300"
"A099848Y-P-EC-140PLAIN84186PLAIN-CU0106423","CARTIER","13","-","215.1","0"
"A086331P-P-140PLAIN81320PLAIN-CU0104522","TRIBUNE - II","259","-","215.2","300"
"A068831Y-P-140PLAIN77527PLAIN-CU0103157","SERAI","43","-","215.22","300"
"OSOFTLYP-O-140TR4581RFPPLAIN-CU0104701","MAJESTIC","19","-","215.25","300"
"A055685Y-140FOIL-421148181PLAIN-CU0104145","LUMINARA","40","-","215.25","600"
"A089937P-P-EC-140PLAIN84103PLAIN-CU0106817","BENCHMARK","1","-","215.25","0"
"C074682P-MO-D-140451897_14066463YM-7663-CU0300998","NATURAL ESSENCE","28","-","215.3","300"
"O00POLOP-140WAY-BRONZE53727PLAIN-CU0106502","BALLERINA","58","-","215.3","0"
"C075775P-T-L-140TR449963823PLAIN-CU0104637","VERANDA","31","-","215.3","300"
"A082479Y-P-EC-140PLAIN81174PLAIN-CU0104731","HOUSE BOUCLES","4","-","211.3","300"
"A055857P-O-140TR468682098PLAIN-CU0105338","DIMOUT BLOOM","35","-","215.36","300"
"A064416P-P-P140PLAIN75101PLAIN-CU0105511","ZODIAC","24","-","215.4","300"
"B104394Y-P-L-300PLAIN81309PLAIN-CU0106142","BOUCLE SHEERS WIDE","26","-","215.45","300"
"B094052Y-P-300PLAIN78220PLAIN-CU0106246","BOUCLE SHEERS WIDE","78","-","215.45","300"
"C055876P-P-140PLAIN67612PLAIN-CU0103635","RITZ","43","-","215.49","300"
"A082534YR-P-AP-140PLAIN80501PLAIN-CU0104977","OMEGA","44","-","215.7","300"
"A089765Y-P-140PLAIN84007PLAIN-CU0104664","FORECAST","290","-","215.9","0"
"B108090PR-P-LA-140PLAIN83787PLAIN-CU0106917","CLIFDEN","36","-","216","0"
"MEB-TRMB090121P-ME-D2453051_14067850YM-1-CU0301480","TRIMLINE","44","-","216","0"
"A101161Y-P-140PLAIN84415PLAIN-CU0106361","CONTEMPORARY JACQUARDS - II","206","-","216.05","0"
"B031202P-P-140PLAIN74749PLAIN-CU0103115","SAXON","36","-","216.13","300"
"OSOFTLYP-O-140TR4586RFPPLAIN-CU0104691","MAJESTIC","9","-","216.22","300"
"A084321Y-P-140PLAIN81859PLAIN-CU0105106","ECO BOUCLE SHEERS","13","-","216.26","650"
"C055772P-O-140SATR 5728-2RFPPLAIN-CU0105724","GARDENIA","27","-","216.3","400"
"A087462P-P-140PLAIN81319PLAIN-CU0104474","TRIBUNE - II","225","-","216.3","300"
"A086494Y-P-140PLAIN81749PLAIN-CU0105514","BUDGET JACQUARDS","6","-","216.4","300"
"C073703PR-P-140PLAIN64278PLAIN-CU0103354","MELANGE","20","-","216.42","300"
"A017751Y-ME-D-140452584_14045344YM-18635-CU0301768","ZENITH IV","438","-","216.5","300"
"A086246P-P-140PLAIN81325PLAIN-CU0104543","TRIBUNE - II","269","-","216.6","300"
"A097985Y-P-140PLAIN84393PLAIN-CU0106342","CONTEMPORARY JACQUARDS - I","26","-","216.6","0"
"B108069P-P-EC-140PLAIN84096PLAIN-CU0106827","BENCHMARK","12","-","216.7","0"
"C075775P-T-L-140TR448463823PLAIN-CU0104632","VERANDA","26","-","216.7","300"
"N002345Y-P-140PLAIN81513PLAIN-CU0106305","CONTEMPORARY JACQUARDS - I","7","-","216.75","0"
"A071486P-P-140PLAIN78446PLAIN-CU0103880","DAYDREAM","41","-","216.92","300"
"C055876P-P-140PLAIN67582PLAIN-CU0103629","RITZ","55","-","216.95","600"
"A073943P-140VENICE-CHAMPAGNE78298PLAIN-CU0106480","BALLERINA","36","-","216.95","0"
"B094317P-T-L-140TR456973740PLAIN-CU0104704","MAJESTIC","22","-","217.08","300"
"A017751Y-ME-RZ-140453117_14045343EM-2349-CU0301337","ZENITH  VII","734","-","217.1","300"
"MEB-TRM-B090121P-MO-CC1371602_14067849RM-CU0301499","TRIMLINE","76","-","217.1","0"
"A074712P-P-140PLAIN78292PLAIN-CU0103486","GRAPHIC TEXTURES","38","-","217.22","300"
"A017751Y-ME-RO-140453403_14045343EM-1446-CU0301314","ZENITH  VII","711","-","217.5","300"
"LUXEVELVET-140PLAIN39-LICORICEPLAIN-CU0105963","LUXE VELVET","39","-","217.5","300"
"A013723P-S-X-122C16481_1221485EM-2180-CU0301237","LIMITED EMBROIDERIES -II","247","-","217.5","300"
"A055685Y-140FOIL-421264200PLAIN-CU0104149","LUMINARA","19","-","217.6","300"
"B094251P-P-140PLAIN74428PLAIN-CU0103432","EARTHEN","13","-","217.65","300"
"A083802Y-P-140PLAIN81264PLAIN-CU0104815","NATURAL JACQUARDS","4","-","217.65","300"
"B021208Y-ME-DA-1403385_14025736YM-16992-CU0301974","ARTEA","29","-","217.7","0"
"B104613PR-P-P140PLAIN80944PLAIN-CU0105487","CHECKMATE","55","-","217.7","300"
"A073895Y-P-300PLAIN64026PLAIN-CU0103447","ESPERANCE WIDE","28","-","217.7","300"
"B094052Y-P-300PLAIN78218PLAIN-CU0106248","BOUCLE SHEERS WIDE","79","-","217.75","300"
"A073034Y-P-140PLAIN81385PLAIN-CU0105102","ECO BOUCLE SHEERS","8","-","217.75","300"
"B042047Y-ME-Z-140452519_14048983EM-2192-CU0301695","ZENITH III","319","-","217.8","300"
"B105932Y-C-140PLAIN67937PLAIN-CU0105675","SUNRISE","6","-","217.9","300"
"B096155P-P-300PLAIN81392PLAIN-CU0106186","BOUCLE SHEERS WIDE","48","-","217.95","300"
"A071486P-P-140PLAIN78432PLAIN-CU0103865","DAYDREAM","29","-","218","300"
"B108069P-P-EC-140PLAIN84095PLAIN-CU0106829","BENCHMARK","15","-","218.1","0"
"A086815Y-P-140PLAIN82199PLAIN-CU0105313","METALLIC SATINS","4","-","218.1","300"
"B068851P-140FOIL-422967890PLAIN-CU0104079","LUMINARA","43","-","218.28","300"
"A082479Y-P-EC-140PLAIN81169PLAIN-CU0104737","HOUSE BOUCLES","7","-","218.4","650"
"A086536Y-P-140PLAIN81845PLAIN-CU0104786","BUDGET JACQUARDS","53","-","218.45","300"
"B108090PR-P-LA-140PLAIN83771PLAIN-CU0106934","CLIFDEN","53","-","218.5","0"
"A013723P-S-ZX-122C25506_1221821EM-1315-CU0301109","ZENITH","102","-","218.6","300"
"B108090PR-P-LA-140PLAIN83773PLAIN-CU0106933","CLIFDEN","52","-","218.7","0"
"C073703PR-P-140PLAIN67120PLAIN-CU0103323","MELANGE","2","-","218.75","300"
"B090121P-MO-VC-1409185_14067850RM-1245RM-CU0301048","ROSEWOOD","35","-","218.85","600"
"B042047Y-ME-140377331_14035936EM-2196-CU0301721","ZENITH III","345","-","218.9","300"
"A089937P-P-EC-140PLAIN84105PLAIN-CU0106863","BENCHMARK","51","-","218.95","0"
"B090121P-ME-DA-1403344_14067849YM-13105-CU0301437","GARDENIA","5","-","219","300"
"B031202P-P-140PLAIN74743PLAIN-CU0103100","SAXON","20","-","219.05","300"
"A090089Y-P-140PLAIN81788PLAIN-CU0104766","BUDGET JACQUARDS","43","-","219.21","450"
"A068009Y-O-140TR412474490PLAIN-CU0103783","THE WHITE WINDOW","50","-","219.25","300"
"B069443P-P-140PLAIN78173PLAIN-CU0103974","MYSTIQUE","47","-","219.28","300"
"B094866P-O-140TR465677668PLAIN-CU0105352","HERITAGE PRINTS","8","-","219.4","300"
"B108069P-P-EC-140PLAIN84099PLAIN-CU0106865","BENCHMARK","53","-","219.45","0"
"B021208Y-MO-DRC-140453923_14084991YM-766-CU0301954","ARTEA","3","-","219.5","0"
"OSOFTLYP-O-140TR4588RFPPLAIN-CU0104690","MAJESTIC","8","-","219.52","500"
"C075775P-T-L-140TR449163823PLAIN-CU0104641","VERANDA","36","-","219.6","300"
"A033915Y-P-140PLAIN80651PLAIN-CU0106717","ATLAS SHEERS","143","-","219.7","300"
"A013723P-S-X-122C16477_1221485EM-2180-CU0301195","LIMITED EMBROIDERIES -II","205","-","219.7","300"
"A013723P-S-X-140C16469_14045436EM-2178-CU0301632","ZENITH - II","206","-","219.7","300"
"B102912P-P-FG-140PLAIN80464PLAIN-CU0105188","RUSSEL","3","-","219.75","300"
"B105932Y-C-140PLAIN67926PLAIN-CU0105663","SUNRISE","23","-","219.75","300"
"A086505Y-P-140PLAIN81831PLAIN-CU0104776","BUDGET JACQUARDS","48","-","219.75","300"
"A079533Y-C-140PLAIN77710PLAIN-CU0106571","MOONLIGHT","32","-","219.79","300"
"A087463P-P-140PLAIN81319PLAIN-CU0104482","TRIBUNE - II","233","-","219.79","300"
"A095822P-P-140PLAIN84166PLAIN-CU0106056","SATINA TEXTURES","22","-","219.8","0"
"B102912P-P-FG-140PLAIN80462PLAIN-CU0105249","RUSSEL","39","-","219.85","300"
"A082479Y-P-EC-140PLAIN81175PLAIN-CU0104729","HOUSE BOUCLES","3","-","220","300"
"B021208Y-ME-D-140378208_14084990YM-7663-CU0301969","ARTEA","23","-","220.2","0"
"A013723P-S-X-122C16481_1221821EM-1662-CU0301234","LIMITED EMBROIDERIES -II","244","-","220.2","300"
"A075444P-P-P140PLAIN82336PLAIN-CU0105503","ZODIAC","20","-","220.35","300"
"A055200Y-P-140PLAIN80643PLAIN-CU0106722","ATLAS SHEERS","148","-","220.35","450"
"A098221P-P-EC-140PLAIN84109PLAIN-CU0106861","BENCHMARK","48","-","220.45","0"
"A099303P-P-EC-140PLAIN83957PLAIN-CU0106426","CARTIER","16","-","220.5","0"
"C078312Y-P-300PLAIN81203PLAIN-CU0104893","MINIMALIST WIDE","14","-","220.55","300"
